,no_internet,population,unemp,health_ins,poverty,SNAP,broad_num,broad_avail,broad_cost,all25_bbn
"Hertford County, North Carolina",39.4,23677,5.2,12.3,23.4,28.8,2,10.2,50,6.162961648
"Hoke County, North Carolina",21.2,55234,4.9,12.8,21,17.8,5,94.2,69.98,6
"Hyde County, North Carolina",40.9,4937,8.6,15.8,22.3,21.8,1,67.7,50,3.144366197
"Iredell County, North Carolina",19.2,181806,3.6,9.6,11.8,7.7,5,86.8,78.31,9.997967939
"Jackson County, North Carolina",31.6,43938,4.1,13,19.4,11.7,5,89.8,62,4.27787293
"Johnston County, North Carolina",23.1,209339,3.6,12.2,13.3,13.8,3,83.6,72.47,7.046813084
"Jones County, North Carolina",41.8,9419,3.9,15.5,26.2,20.8,2,64.7,50,4.355671788
"Lee County, North Carolina",25,61779,4.5,14.1,16.1,16.9,2,49.5,50,8.556546353
"Lenoir County, North Carolina",24.6,55949,3.8,13.3,23,26.2,1,2.1,64.95,6.097092753
"Lincoln County, North Carolina",20.5,86111,3.5,9.8,14.4,13.1,5,89.5,88.98,7.63265703
"McDowell County, North Carolina",29.3,45756,3.8,11.4,17.1,19.4,6,83.6,65.65,6.562870949
"Madison County, North Carolina",29,21755,3.6,10.2,17.6,15,2,63.1,72.47,4.703129366
"Martin County, North Carolina",37.4,22440,5.1,10.4,18.2,16,3,39.6,79.99,5.208306347
"Mecklenburg County, North Carolina",13.3,1110356,3.6,11.9,12.7,9.9,1,32.1,69.95,9.319341931
"Mitchell County, North Carolina",32.2,14964,4.6,12.6,14,14.6,6,81.2,75.65,5.38696479
"Montgomery County, North Carolina",31.7,27173,4,13.5,19.7,15.1,2,44.8,50,5.126463054
"Moore County, North Carolina",18.6,100880,3.8,9.4,12.6,9.4,1,60.2,79.99,6.106209417
"Nash County, North Carolina",25.6,94298,4.8,10.1,15.5,16.4,2,81.8,84.98,5.204290303
"New Hanover County, North Carolina",16.2,234473,3.6,10.2,17.3,10.9,2,71.2,75,7.012962166
"Northampton County, North Carolina",48.7,19483,5.2,14.9,21.9,24.5,3,58.5,65,4.322270519
"Onslow County, North Carolina",14.2,197938,4.6,8.6,13.8,12.3,5,86.6,67.5,4.973083916
"Orange County, North Carolina",12.1,148476,3.3,7.2,13.4,7.2,7,88.7,71.22,8.361885994
"Pamlico County, North Carolina",29.1,12726,3.8,12.3,14.1,13.2,3,78.4,73.48,5
"Pasquotank County, North Carolina",25.4,39824,4.6,13.3,16.1,16.2,1,5.7,56,7
"Pender County, North Carolina",23.8,63060,3.9,11.3,15.1,13.5,2,59.6,79.99,6.433184291
"Perquimans County, North Carolina",29.1,13463,5,12.7,15.5,16.2,3,46.5,65,6.740010737
"Person County, North Carolina",25,39490,4.2,9.2,17.7,18,3,60.3,84,6.136277949
"Pitt County, North Carolina",21.5,180742,4.2,10.9,23.9,15.1,3,87.4,65,5.738452225
"Randolph County, North Carolina",28.4,143667,3.8,13.6,15.8,14.8,5,98,63.33,6.75704998
"Richmond County, North Carolina",29.3,44829,5.3,12.6,24.1,25.5,3,91,59.99,6.067582549
"Robeson County, North Carolina",45.6,130625,5.4,15,28.1,28.3,5,97.5,79.1,5.733047748
"Rockingham County, North Carolina",31.1,91010,4.4,10.2,18,16.7,1,93.8,84.99,6.366141811
"Rowan County, North Carolina",22.8,142088,4,12.2,16.5,14.1,1,9.1,88.72,8.909714156
"Scotland County, North Carolina",41.2,34823,6.6,11.6,27.7,27.3,1,1.1,94.65,4.707571004
"Stokes County, North Carolina",31.2,45591,3.6,13,13.6,13.3,2,83.6,178,7.094177028
"Surry County, North Carolina",36.3,71783,3.7,12.8,16.9,16.2,5,73.5,63.33,6.57708088
"Swain County, North Carolina",48.4,14271,4,21.5,17.3,13.5,1,70.9,65,3.038125971
"Transylvania County, North Carolina",21.5,34385,3.7,14.5,14.7,12.4,2,45.7,91,5.017609869
"Union County, North Carolina",10.4,239859,3.5,9.4,8.9,8.4,3,22.2,63.33,6.261540225
"Vance County, North Carolina",33.8,44535,5.8,10.5,23.9,24.2,5,98.3,64,4.889209749
"Wake County, North Carolina",10.1,1111761,3.3,8.9,9.8,6.4,5,98.7,61.66,8.247273148
"Warren County, North Carolina",43.4,19731,5.7,13.1,19.2,18.9,1,74.1,69.99,4.160693768
"Washington County, North Carolina",41.5,11580,5.9,11.9,23.5,25.9,2,99.2,53.74,4.695652174
"Watauga County, North Carolina",19,56177,3.5,8.8,27.2,7.5,3,98.3,60.31,7.468527283
"Wayne County, North Carolina",24,123131,4.1,13.2,21.4,18.9,3,80.6,54.99,8.762699553
"Wilkes County, North Carolina",27.9,68412,4.1,11.1,19.9,15.9,4,81.8,63.64,5.400136253
"Wilson County, North Carolina",26,81801,5.8,12.8,21.5,20.2,3,92.6,54.97,7.07798024
"Yadkin County, North Carolina",30.8,37667,3.4,12.2,15.3,13.6,3,95.3,58.66,4.609443798
"Yancey County, North Carolina",35.5,18069,3.8,12.5,19.2,15.9,2,82,60.31,5
"Adams County, North Dakota",21.6,2216,2.2,7,8.3,3.3,4,92.5,64.96,4.849789424
"Barnes County, North Dakota",23,10415,3,5.9,10.5,6.9,6,82.5,63.74,8.419303953
"Benson County, North Dakota",42.8,6832,4.2,11.7,34.8,20.9,2,88.7,63,3.696703297
"Billings County, North Dakota",31.4,928,2.6,4.4,8.6,1,6,82.7,65.47,6
"Bottineau County, North Dakota",20.9,6282,3.3,3.8,10.1,8.1,5,99.7,57.99,5.558526316
"Bowman County, North Dakota",20.7,3024,1.6,5.4,7.8,7.1,2,99.8,62.49,4
"Burke County, North Dakota",30.2,2115,2.3,6.8,6.6,4.1,6,88.8,78.54,4.803234501
"Burleigh County, North Dakota",17.5,95626,2.4,5.5,8.3,5.3,3,92.6,64.96,5.967437107
"Cass County, North Dakota",15.7,181923,2,6.1,10.7,7.4,1,92.8,69.99,9.643394296
"Cavalier County, North Dakota",19.1,3762,2.8,4.6,10,2.1,2,95.1,60,3.951966292
"Dickey County, North Dakota",19.8,4872,1.9,4.2,5.3,4.2,3,86,70.47,3
"Divide County, North Dakota",43.1,2264,1.4,7.6,13.7,2.6,2,22,59.97,3.839274141
"Dunn County, North Dakota",21.5,4424,1.6,19.7,8.9,4.4,2,86.7,69.99,6.355626752
"Eddy County, North Dakota",27.6,2287,4.5,6.4,13.7,14,3,93.4,67.97,4.732329569
"Foster County, North Dakota",21.6,3210,2.7,6.3,7.2,3.9,2,76.3,69.99,4.838006231
"Golden Valley County, North Dakota",32,1761,1.8,10.5,6.5,4,1,87.4,60,5.809868421
"Grand Forks County, North Dakota",20.4,69451,2.1,6.7,17.2,8.8,2,91.3,63.64,6.554674128
"Grant County, North Dakota",31,2274,2.3,5,11.8,4.1,2,99.9,53.75,3.410891089
"Griggs County, North Dakota",28.7,2231,2.5,4.1,8.1,5.3,1,92.8,69.99,7.515780731
"Hettinger County, North Dakota",27.9,2499,2,8.8,9.5,6.1,3,100,53.74,4.85147774
"LaMoure County, North Dakota",26.5,4046,2.1,5.1,11.6,3.6,1,99.1,62.49,3.394513716
"Logan County, North Dakota",30.7,1850,2.3,2.1,7.5,3.1,3,95.8,70.3,4.305822137
"McHenry County, North Dakota",21.7,5745,3.5,4.9,8.6,8.3,4,99.6,57.48,5.182644628
"McIntosh County, North Dakota",31.7,2497,3,3.7,8.1,4.5,3,95.2,56.66,4.525925926
"McKenzie County, North Dakota",16.9,15024,1.6,16.8,13.5,2.7,3,99.9,48.31,4.99808832
"McLean County, North Dakota",29.7,9450,3.2,5,8.2,4.2,1,96.8,74.99,4.901306241
"Mercer County, North Dakota",19.9,8187,4.2,14,7.1,6,2,93.4,60,4.478005175
"Morton County, North Dakota",20.3,31364,3,5.5,8.1,5.2,1,78.9,69.99,6.492969718
"Mountrail County, North Dakota",31.9,10545,1.4,15.9,10.1,2.5,4,99.4,59.99,4.953720619
"Nelson County, North Dakota",32.7,2879,3.1,8.2,10.5,6.4,4,100,67.99,4.281448302
"Oliver County, North Dakota",25.9,1959,3.7,9,9,3.3,2,99.7,66.64,5
"Pembina County, North Dakota",29.6,6801,3.5,6.6,7,5.1,2,100,54.99,4.191511235
"Pierce County, North Dakota",24.8,3975,3.2,3.5,17.1,11.6,2,100,46.66,5.888226528
"Ramsey County, North Dakota",28,11519,2.9,6.1,11.6,8.1,2,99.7,66.64,4.963674627
"Ransom County, North Dakota",24.2,5218,1.7,2.6,5.8,7.5,2,99.8,66.66,5.32853855
"Renville County, North Dakota",23.3,2327,2.5,3.9,4.7,6.6,4,89.5,70.46,5
"Richland County, North Dakota",20.5,16177,2.3,3.5,9.4,5.8,4,79.6,58.66,6.876103096
"Rolette County, North Dakota",34.5,14176,8.2,25.1,29.3,27.5,1,80.9,67.97,3.931407693
"Sargent County, North Dakota",21.3,3898,1.8,4.1,3.8,4.9,3,91,65.21,3.759001985
"Sheridan County, North Dakota",35.6,1315,4.3,6.3,14,11.2,2,82.7,58.66,5.706422018
"Sioux County, North Dakota",44.1,4230,3.9,31.8,36.5,27.4,3,100,68.24,3
"Slope County, North Dakota",25.5,750,2.3,1.8,5.5,4,1,99.1,72.97,3.819918145
"Stark County, North Dakota",21.6,31489,2,9.1,8.8,5.8,4,92.7,58.66,7.763350197
"Steele County, North Dakota",23.3,1890,2.1,5.6,6,0.9,5,96.4,59,6.188987084
"Stutsman County, North Dakota",24.8,20704,2.3,7.4,11.8,10.1,3,99.7,61.48,4.848926303
"Towner County, North Dakota",34.1,2189,2.8,11.1,12.2,5.3,2,93,72.47,4.534555712
"Traill County, North Dakota",19.7,8036,2.6,4.9,6.6,7.1,2,87.6,72.47,6.958370239
"Walsh County, North Dakota",29.5,10641,3.3,5.6,9.6,8.3,2,94,67.97,5.391966042
"Ward County, North Dakota",14.4,67641,2.5,6.4,9.1,5.3,4,100,55.82,6.179157413
"Wells County, North Dakota",24.8,3834,3.1,2.7,6.6,2.1,1,84.5,60,5.637135279
"Williams County, North Dakota",24.9,37589,1.8,11.7,6.9,5,3,71.5,58.66,7.241273461
"Adams County, Ohio",38.2,27698,6.8,8.7,22.6,25.5,2,52,56.66,3.669256424
"Allen County, Ohio",21.6,102351,4,6.7,14.8,13.9,6,95.6,64.97,8.194331076
"Ashland County, Ohio",22.2,53484,4.2,8.7,13.3,10.5,2,81.4,68.96,4.663827105
"Ashtabula County, Ohio",25.1,97241,4.8,9.2,20.3,18.8,9,92.9,60.97,7.254201783
"Athens County, Ohio",25.9,65327,5.3,6.3,30.6,19.5,5,72.7,62.18,4.805204106
"Auglaize County, Ohio",16.9,45656,3,4.1,8.7,7.3,10,90.2,69.99,10.9680216
"Belmont County, Ohio",28.5,67006,5.6,6,13.6,12.8,5,83.9,68.66,5.478948625
"Brown County, Ohio",25.8,43432,5,7.5,15.9,14.3,4,67,61.48,4.343334899
"Butler County, Ohio",15.3,383134,3.8,5.8,13,10.8,5,99.1,61.99,6.742085299
"Carroll County, Ohio",25.9,26914,5,9.2,13.1,10.1,3,57,63.31,3.568617429
"Champaign County, Ohio",17.3,38885,3.7,5.6,11,11,6,83,57.49,5.743627642
"Clark County, Ohio",20.3,134083,4.3,6.8,15.8,18.2,3,99.1,59.41,5.670267152
"Clermont County, Ohio",15.8,206428,3.7,5.7,9.5,8.9,3,99.4,53.98,4.982012961
"Clinton County, Ohio",20.8,41968,4.7,5.9,13,14.6,1,75.5,52.49,3.915404951
"Columbiana County, Ohio",24.2,101883,4.8,7.2,14.6,15.3,5,79.9,69.99,5.687981837
"Coshocton County, Ohio",31.1,36600,5.8,11,16.4,18.2,3,67.8,65,5.103199236
"Crawford County, Ohio",23.7,41494,4.7,6.2,15,14.3,3,86.9,65,7.343564949
"Cuyahoga County, Ohio",22.5,1235072,4.2,6,18.1,17.9,8,99.4,60.23,8.121725558
"Darke County, Ohio",23,51113,3.7,5.9,10.1,8.4,3,80.7,60.65,7.000154772
"Defiance County, Ohio",19.7,38087,4.2,5.6,10.8,10.3,8,82.7,61.96,12.13681501
"Delaware County, Ohio",7.5,209177,3.1,3.9,4.6,3.6,9,97.7,62.49,9.089350119
"Erie County, Ohio",20.6,74266,4.9,5,12,12.5,5,96.3,107.18,6.052577036
"Fairfield County, Ohio",16.2,157574,3.7,5.1,9.4,12.7,8,94.6,63.33,8.213112432
"Fayette County, Ohio",29.2,28525,3.9,7.4,17,17.7,3,84.2,56.66,5.684929951
"Franklin County, Ohio",14.5,1316756,3.5,8.1,16.3,13,6,100,63.85,9.139246642
"Fulton County, Ohio",18.4,42126,4.1,4.5,9.4,9.8,7,78.7,59.97,8.929631872
"Gallia County, Ohio",34.1,29898,5.4,10.6,22.5,21.2,5,33.7,62.18,5.783924074
"Geauga County, Ohio",18.7,93649,3.5,8.8,6.1,4.6,7,89.1,54.99,7.280827474
"Greene County, Ohio",15.1,168937,3.7,4.5,12.2,9.2,5,96.2,53.99,7.18485702
"Guernsey County, Ohio",27,38875,5.5,7.6,20.2,17.3,3,59.7,54.99,5.536698253
"Hamilton County, Ohio",18.6,817473,3.8,6.2,16.2,13.2,3,100,48.99,4.975911052
"Hancock County, Ohio",16.9,75783,3.2,4.8,11.6,9.2,6,92.5,63.12,12.65248172
"Hardin County, Ohio",26,31365,4.2,9,16.7,13.7,4,76.7,69.99,7.362536736
"Harrison County, Ohio",28.5,15040,5.3,9.2,17,15,3,51.8,69.99,4.877638609
"Henry County, Ohio",17.8,27006,4.6,3.6,9.7,9,7,76.7,54.96,10.2780553
"Highland County, Ohio",32.8,43161,5.2,8.6,20.9,19.4,3,70.4,65.31,5.247904135
"Hocking County, Ohio",26.4,28264,4.6,7,13.6,18.9,1,60,65,2.965675313
"Holmes County, Ohio",45.5,43960,3,39.5,11.1,5.1,4,45.7,68.96,5.716910312
"Huron County, Ohio",21.7,58266,5.7,7.6,13.6,13.2,2,86.7,71.96,4.220718276
"Jackson County, Ohio",25.4,32413,6.2,9.9,19.6,20.4,1,70.8,55.99,4.36463271
"Jefferson County, Ohio",25.9,65325,5.9,5.9,18.1,17.8,5,86.9,65.48,3.895285578
"Knox County, Ohio",21.6,62322,3.9,9.3,14.2,11.9,4,75.3,64.97,4.460628011
"Lake County, Ohio",15.2,230149,3.7,5.1,8.3,8,6,99.9,67.18,8.333645744
"Lawrence County, Ohio",27.5,59463,5.2,5.9,18.6,22.9,3,86.6,63.18,4.053167766
"Licking County, Ohio",16.7,176862,3.7,6.4,11.4,11.2,7,95.2,62.49,6.287711216
"Logan County, Ohio",19.4,45672,3.6,7.9,13.4,12.3,3,82.2,56.66,5.610845234
"Lorain County, Ohio",20.6,309833,4.3,5.1,13.7,12.9,10,90.6,62.82,6.426865233
"Lucas County, Ohio",21.2,428348,4.7,6.2,19.1,18.9,7,97.8,96.55,8.174666188
"Madison County, Ohio",17.7,44731,3.4,6.9,10.2,12.6,4,91.3,65,7.545924294
"Mahoning County, Ohio",22.5,228683,5.7,5.4,17.6,19.2,6,98.7,65.15,5.388709505
"Marion County, Ohio",23.1,65093,4.1,6,16,17.5,3,90.7,64.97,7.658135092
"Medina County, Ohio",12.9,179746,3.4,4.2,6.4,5.7,6,98.4,62.35,5.810433908
"Meigs County, Ohio",32.4,22907,6.9,7.7,22.4,24.4,3,60.8,54.99,4.337419584
"Mercer County, Ohio",17.8,41172,2.6,4.1,6.9,7.7,5,86.1,66.3,9.567345235
"Miami County, Ohio",18.1,106987,3.7,5.4,9.4,8.9,5,96.1,52.49,5.484544558
"Monroe County, Ohio",35.6,13654,8.3,6.8,16.6,15.2,1,0.3,60,3.268013725
"Montgomery County, Ohio",18.9,531687,4.2,7,17.4,15.1,5,99.7,53.99,6.502354825
"Morgan County, Ohio",29.7,14508,6.5,8.5,19.1,20.2,3,58.6,65,3.805930756
"Morrow County, Ohio",25.2,35328,4.1,6.4,10.2,10.7,3,74.3,68.96,5.771130141
"Muskingum County, Ohio",23.1,86215,4.9,6.2,16.3,20.2,5,89.6,65,4.76080868
"Noble County, Ohio",34.9,14424,6.9,7,15.4,13,3,51.3,52.49,5
"Ottawa County, Ohio",18.7,40525,5.6,4.2,10.4,9.3,2,92.5,96.98,4.490037738
"Paulding County, Ohio",26.9,18672,3.8,6.3,10.3,10.6,7,61.8,58.63,8.657648283
"Perry County, Ohio",27.2,36134,5.2,5.2,19.4,21.7,5,58.6,69.99,4.865661412
"Pickaway County, Ohio",18.8,58457,4,6.5,11.7,13.3,5,76.5,65,5.750463822
"Pike County, Ohio",28.1,27772,6.2,8.6,19.4,23.5,2,74.9,69.32,4.833422953
"Portage County, Ohio",20,162466,4.2,5.8,13.1,11.1,8,96.8,61.81,6.338333131
"Preble County, Ohio",21.4,40882,3.8,6.2,11.6,11,3,86.8,69.99,5.506780028
"Putnam County, Ohio",20,33861,3.1,3.1,6.7,6.6,11,88.1,59.57,10.0084413
"Richland County, Ohio",25.8,121154,4.5,7.9,14.3,15.2,5,92.7,67.17,5.505168732
"Ross County, Ohio",24.7,76666,4.2,6.5,17.9,21.6,1,91.9,63.18,3.907812541
"Sandusky County, Ohio",24.8,58518,4.3,5.4,13.6,11.8,5,92.8,109.98,5.505945779
"Scioto County, Ohio",28.1,75314,6.3,6.3,23.6,28.3,2,84.7,62.31,3.861804813
"Seneca County, Ohio",23.3,55178,4.1,4.7,14.7,13.4,6,87.3,64.8,8.786413856
"Shelby County, Ohio",21.3,48590,3.5,4.1,9.1,7.9,6,88.6,56.66,8.598120747
"Stark County, Ohio",18.3,370606,4.5,5.6,13.9,13.6,6,99.3,62.26,7.617958485
"Summit County, Ohio",19.5,541013,4.3,5.9,13.1,14.1,7,100,60.88,6.940804617
"Trumbull County, Ohio",25.6,197974,6.1,7.3,17.5,13.3,9,96.9,62.18,5.113044937
"Tuscarawas County, Ohio",26.4,91987,4.3,8.7,13.2,13.5,2,84.5,67.17,4.147433644
"Union County, Ohio",12.8,58988,3.2,4.6,6.9,6.4,5,80,57.48,7.671932928
"Van Wert County, Ohio",25.3,28275,3.3,5.7,11.1,11.8,4,76.3,58.96,9.04519514
"Vinton County, Ohio",42,13085,5.6,9.5,20.9,27.4,1,38.2,69.99,3.227480725
"Warren County, Ohio",9.5,234602,3.5,4.2,4.6,4.5,8,97.4,55.18,6.520091738
"Washington County, Ohio",28.9,59911,5.4,6.8,15.1,13.5,8,79.7,53.73,5.817417816
"Wayne County, Ohio",21.9,115710,3.2,12.9,12.4,10.7,7,91.4,65.72,6.713747057
"Williams County, Ohio",21.4,36692,3.3,5.5,13.7,13,3,71.5,56.63,5.588314287
"Wood County, Ohio",15.9,130817,3.7,4.4,13.3,7.4,6,92.8,84.27,8.468894671
"Wyandot County, Ohio",24.6,21772,3.1,5.8,9.5,9,3,71.1,113.98,6.399198754
"Adair County, Oklahoma",50.6,22194,4.2,26.7,29.3,24,5,44.6,57.65,5.899210686
"Alfalfa County, Oklahoma",24,5702,2.1,10.8,8.9,6.5,3,93.2,61.2,4.483423125
"Atoka County, Oklahoma",33.3,13758,4.3,17.5,20.2,20.6,2,29.6,42.5,4.692281652
"Beaver County, Oklahoma",25.5,5311,2,12.3,12.6,6.4,2,64.7,93.33,4.800742332
"Beckham County, Oklahoma",24.3,21859,3.2,14.6,14.2,12.2,3,66.8,66.67,2.931357672
"Blaine County, Oklahoma",34.3,9429,2,12.5,12.8,13.2,4,70.8,62.75,4.72442053
"Bryan County, Oklahoma",30.2,47995,3,16.8,16.7,13.6,3,65.2,41.25,6.662844532
"Caddo County, Oklahoma",37.5,28762,3.6,19,20,16.5,8,41.4,66.81,5.528017551
"Canadian County, Oklahoma",14.9,148306,2.9,10.1,8.4,6.7,6,88.6,61.99,10.25633125
"Carter County, Oklahoma",36.9,48111,3.4,15.4,16.9,13.6,2,71.4,56.39,4.706722969
"Cherokee County, Oklahoma",36.5,48657,4,22.9,20.9,13.7,5,65.9,51.2,5.276831264
"Cimarron County, Oklahoma",36.2,2137,1.7,13.7,16.4,11.1,2,72.6,99.24,5
"Cleveland County, Oklahoma",13.6,284014,2.8,9.8,12.5,9,7,90,55.12,8.688065066
"Coal County, Oklahoma",35.6,5495,3.9,22.6,22.9,16.5,1,41.8,50.32,3.724137931
"Comanche County, Oklahoma",19.2,120749,3.7,13.1,15.4,15,13,86.4,58.36,8.218440226
"Cotton County, Oklahoma",29.6,5666,3.2,15.6,17.4,15.8,5,44.7,71.65,5.028245788
"Craig County, Oklahoma",34.3,14142,3.6,16.3,18.5,13.2,4,67.1,55.16,10.2893799
"Creek County, Oklahoma",24.6,71522,3.7,12.6,15.5,13.2,9,66.4,63.08,7.409150146
"Custer County, Oklahoma",21.2,29003,2.5,15,17.6,8.9,6,82.7,58.75,5.683854113
"Delaware County, Oklahoma",31.4,43009,3.8,19.2,19,14.9,10,73.7,61.87,9.043221776
"Dewey County, Oklahoma",26.4,4891,2.1,18.4,17.1,4.8,1,24.1,85,2.579296424
"Ellis County, Oklahoma",32.1,3859,2.5,13.6,17.6,7.7,1,58.6,75.5,3
"Garfield County, Oklahoma",23.1,61056,3,13.1,14.7,12.3,3,88.3,60.16,5.963670963
"Garvin County, Oklahoma",28.3,27711,3.2,15.6,16.2,10.7,3,59.2,62.39,6.122845872
"Grady County, Oklahoma",31.9,55834,3.1,11.8,11.5,10.6,9,57.1,61.56,6.712852897
"Grant County, Oklahoma",27.8,4333,2.1,7.9,9.4,8.2,2,54.3,68.33,5.23217202
"Greer County, Oklahoma",30.4,5712,4.2,18,21.8,21.4,1,48.2,57.5,4
"Harmon County, Oklahoma",27.1,2653,2.9,13.3,15.7,15.1,1,59,73.65,3.903597122
"Harper County, Oklahoma",30.5,3688,2.9,13.5,10.5,6.7,3,80.1,91.25,4.702553304
"Haskell County, Oklahoma",36.4,12627,5.3,18.5,19.6,21.3,3,37,42.5,3.951487044
"Hughes County, Oklahoma",45.3,13279,4.9,20.4,21.8,15.9,1,35.7,40,3.784769449
"Jackson County, Oklahoma",22,24530,2.9,13.4,17.4,15.9,2,79.2,55.19,3.827667611
"Jefferson County, Oklahoma",39.4,6002,3.2,18.6,22.8,20.6,1,2.5,60,3.976758696
"Johnston County, Oklahoma",39.3,11085,4.3,18.2,20.1,18.7,4,49.1,51.49,4.576824034
"Kay County, Oklahoma",33.1,43538,4.3,13.7,17.5,16.1,5,67.6,65.2,5.680101112
"Kingfisher County, Oklahoma",29.6,15765,2,11.1,11.4,6.5,4,59.9,70,6.241552569
"Kiowa County, Oklahoma",30.2,8708,3.8,14.2,22.2,19.4,3,71.1,59.99,4.798855274
"Latimer County, Oklahoma",35.3,10073,6.3,18.9,18.9,16.2,2,43.2,42.5,3.460740072
"Le Flore County, Oklahoma",33.9,49853,4.7,18,21.7,19.9,5,46.7,46.5,5.143629406
"Lincoln County, Oklahoma",36.5,34877,3.5,13.5,14.2,11.6,4,40.4,65.32,5.524240691
"Logan County, Oklahoma",22.4,48011,2.9,12,12.9,10.2,6,69.6,67.75,6.234412086
"Love County, Oklahoma",34.6,10253,2.3,12.4,13.5,8.5,1,31,60.33,4.865646064
"McClain County, Oklahoma",17,40474,2.7,12,8.9,8,10,73.1,60.85,4.852396166
"McCurtain County, Oklahoma",42.8,32832,5.7,21,22.8,20.5,2,15,47.5,5.909217172
"McIntosh County, Oklahoma",39.2,19596,5.8,18.2,21.4,20.3,3,36.9,40,7.92605798
"Major County, Oklahoma",27.2,7629,2.1,10.4,12,7.1,1,24,61.2,5.522736056
"Marshall County, Oklahoma",40.3,16931,3.5,17.8,15.9,13.1,2,52.1,41.25,3.886292424
"Mayes County, Oklahoma",25.3,41100,3.1,15.5,17.4,16.9,5,74.5,58.83,5.743151652
"Murray County, Oklahoma",36.5,14073,3,14.1,14.9,11.7,1,62.9,60.32,5
"Muskogee County, Oklahoma",34.2,67997,3.9,17.7,21.1,20,7,74.1,47.49,5.968525592
"Noble County, Oklahoma",31.3,11131,2.5,8.1,12.6,11.4,2,47.5,60,5.444340154
"Nowata County, Oklahoma",37.8,10076,3.5,17.5,16.9,14.7,2,41.3,57.75,6.087669144
"Okfuskee County, Oklahoma",37.3,11993,4.6,23.7,24.5,19.9,2,35.5,42.5,3.010817308
"Oklahoma County, Oklahoma",20.2,797434,3.1,14.4,16.7,13.3,6,95.1,52.42,7.639377834
"Okmulgee County, Oklahoma",34.1,38465,4.9,16,20,21.5,4,63.6,66.81,5.473724727
"Osage County, Oklahoma",30.6,46963,3.8,12.4,16.5,11.7,9,58.4,61.77,6.83929565
"Ottawa County, Oklahoma",36.8,31127,3.4,16.7,21.4,18.8,6,89.2,55.27,9.376630494
"Payne County, Oklahoma",20,81784,2.9,12.1,26.4,8.8,5,76,59.49,7.514409112
"Pittsburg County, Oklahoma",28.7,43654,4.2,17.2,17.4,15.4,3,65.2,36.67,3.767808252
"Pontotoc County, Oklahoma",33.4,38284,3.1,16.8,15.4,13.4,5,72.6,51.16,8.367270473
"Pottawatomie County, Oklahoma",28.8,72592,3.6,14.3,16.3,17,6,85.7,46.2,5.43526707
"Pushmataha County, Oklahoma",36.6,11096,5,17.9,18.4,20.7,1,5.2,42.5,4.316660537
"Rogers County, Oklahoma",21.3,92459,3.1,10.9,9.5,9,8,69.5,56.7,9.601314289
"Seminole County, Oklahoma",38.5,24258,4.8,19.6,21,20.9,2,56.7,46.5,5.339570933
"Sequoyah County, Oklahoma",32.6,41569,4.1,19,23.1,20.5,6,53.8,48.19,4.809048206
"Stephens County, Oklahoma",27,43143,4.3,13.7,14.7,13.4,6,72.7,66.2,6.772598353
"Texas County, Oklahoma",30.5,19983,2,15.7,17.6,6.8,3,84.2,81.39,6.377235772
"Tillman County, Oklahoma",30.5,7250,3.7,15.7,21.6,17.9,3,83.1,59.99,6.610160705
"Tulsa County, Oklahoma",17.9,651552,3.2,14,15.1,12.1,9,97.3,56.21,8.954867902
"Wagoner County, Oklahoma",14.6,81289,3.1,11.4,10.6,11.4,7,87.1,51.36,8.478493017
"Washington County, Oklahoma",24.3,51527,3.4,13.4,13.9,10.9,6,79.3,64.32,8.804248713
"Washita County, Oklahoma",31,10916,3.4,11.2,13.8,10.7,4,65.9,68.74,4.511548204
"Woods County, Oklahoma",23.6,8793,2.1,12.3,13.6,11.3,4,85.8,61.2,7.346449957
"Woodward County, Oklahoma",24,20211,2.9,10.9,11.6,11.1,2,15,61.5,4.701262429
"Baker County, Oregon",27.1,16124,4.6,8.2,15.7,18.5,5,74.5,74.97,7.177367418
"Benton County, Oregon",10.4,93053,2.9,5.6,19.4,11.6,5,92.2,89.96,6.986459974
"Clackamas County, Oregon",12.1,418187,3.4,5.6,8.5,10.7,15,96.3,83.63,7.038333631
"Clatsop County, Oregon",18.6,40224,3.7,8.7,10.5,16.1,3,84.8,69.99,4.421642103
"Columbia County, Oregon",16.6,52354,4.5,5.9,12.1,18.3,5,77,73.33,4.381830791
"Coos County, Oregon",25.4,64487,4.9,7.8,17.1,24.7,3,89.5,62.08,4.954414374
"Crook County, Oregon",21.1,24404,5.3,7.8,14.6,23,4,66.2,56.31,6.774265167
"Curry County, Oregon",24.7,22925,5.2,6.6,14.5,15.8,1,94.6,69.99,3.859722843
"Deschutes County, Oregon",14.2,197692,3.9,8.6,10.8,13.6,6,95.1,63.31,7.636557956
"Douglas County, Oregon",20.2,110980,4.9,6.5,16.2,21.2,6,90.7,67.68,6.878532914
"Gilliam County, Oregon",28.7,1912,3.7,9.3,10.7,16.6,4,60.1,59.99,4
"Grant County, Oregon",23.2,7199,6.9,6.2,14.6,18.4,3,64.4,59.99,3.185986853
"Harney County, Oregon",24.1,7393,5.3,6.8,16.6,21.5,2,35.9,79.99,4.700046361
"Hood River County, Oregon",16.5,23382,3.2,8.6,10,11,8,96.6,61.65,8.258852313
"Jackson County, Oregon",16.4,220944,4.4,7.8,16.3,19.2,5,94.3,66.66,6.361432589
